Year,Local Government Area,Postcode,Total Incidents
2012,Boroondara,3126,220
2012,Boroondara,3127,262
2012,Boroondara,3146,331
2012,Boroondara,3147,326
2012,Brimbank,3012,66
2012,Brimbank,3020,5090
2012,Brimbank,3021,4023
2012,Brimbank,3022,489
2012,Brimbank,3023,1703
2012,Brimbank,3030,520
2012,Brimbank,3033,107
2012,Brimbank,3036,234
2012,Brimbank,3037,1139
2012,Brimbank,3038,1727
2012,Brimbank,3042,214
2012,Brimbank,3043,169
2012,Buloke,3480,44
2012,Buloke,3482,11
2012,Buloke,3483,29
2012,Buloke,3525,74
2012,Buloke,3527,31
2012,Buloke,3529,2
2012,Buloke,3531,3
2012,Buloke,3533,41
2012,Buloke,3544,1
2012,Campaspe,3523,2
2012,Campaspe,3551,4
2012,Campaspe,3559,25
2012,Campaspe,3561,236
2012,Campaspe,3562,7
2012,Campaspe,3563,20
2012,Campaspe,3564,1393
2012,Campaspe,3565,4
2012,Campaspe,3566,11
2012,Campaspe,3572,3
2012,Campaspe,3573,8
2012,Campaspe,3612,85
2012,Campaspe,3620,290
2012,Campaspe,3621,78
2012,Campaspe,3622,19
2012,Campaspe,3623,28
2012,Campaspe,3624,20
2012,Cardinia,3159,5
2012,Cardinia,3781,131
2012,Cardinia,3782,203
2012,Cardinia,3783,61
2012,Cardinia,3807,283
2012,Cardinia,3808,54
2012,Cardinia,3809,276
2012,Cardinia,3810,2350
2012,Cardinia,3812,45
2012,Cardinia,3813,21
2012,Cardinia,3814,54
2012,Cardinia,3815,69
2012,Cardinia,3816,3
2012,Cardinia,3978,16
2012,Cardinia,3981,175
2012,Cardinia,3984,73
2012,Casey,3156,24
2012,Casey,3177,796
2012,Casey,3802,790
2012,Casey,3803,658
2012,Casey,3804,245
2012,Casey,3805,2684
2012,Casey,3806,1646
2012,Casey,3807,13
2012,Casey,3912,87
2012,Casey,3975,402
2012,Casey,3976,894
2012,Casey,3977,3294
2012,Casey,3978,161
2012,Casey,3980,105
2012,Central Goldfields,3370,1
2012,Central Goldfields,3371,17
2012,Central Goldfields,3464,33
2012,Central Goldfields,3465,652
2012,Central Goldfields,3472,50
2012,Central Goldfields,3475,18
2012,Colac-Otway,3233,124
2012,Colac-Otway,3234,6
2012,Colac-Otway,3236,9
2012,Colac-Otway,3237,5
2012,Colac-Otway,3238,14
2012,Colac-Otway,3239,13
2012,Colac-Otway,3241,2
2012,Colac-Otway,3242,17
2012,Colac-Otway,3243,10
2012,Colac-Otway,3249,51
2012,Colac-Otway,3250,904
2012,Colac-Otway,3251,14
2012,Colac-Otway,3254,8
2012,Colac-Otway,3260,2
2012,Colac-Otway,3266,1
2012,Colac-Otway,3322,3
2012,Corangamite,3237,2
2012,Corangamite,3239,1
2012,Corangamite,3249,2
2012,Corangamite,3260,187
2012,Corangamite,3264,76
2012,Corangamite,3265,28
2012,Corangamite,3266,83
2012,Corangamite,3267,7
2012,Corangamite,3268,67
2012,Corangamite,3269,36
2012,Corangamite,3270,1
2012,Corangamite,3271,3
2012,Corangamite,3322,1
2012,Corangamite,3323,4
2012,Corangamite,3324,19
2012,Corangamite,3325,19
2012,Corangamite,3361,7
2012,Darebin,3070,1390
2012,Darebin,3071,958
2012,Darebin,3072,3623
2012,Darebin,3073,2833
2012,Darebin,3078,418
2012,Darebin,3083,325
2012,Darebin,3085,38
2012,Darebin,3086,87
2012,East Gippsland,3701,1
2012,East Gippsland,3864,8
2012,East Gippsland,3865,6
2012,East Gippsland,3875,1306
2012,East Gippsland,3878,10
2012,East Gippsland,3880,95
2012,East Gippsland,3882,17
2012,East Gippsland,3885,58
2012,East Gippsland,3886,9
2012,East Gippsland,3887,38
2012,East Gippsland,3888,220
2012,East Gippsland,3889,9
2012,East Gippsland,3890,25
2012,East Gippsland,3891,11
2012,East Gippsland,3892,48
2012,East Gippsland,3893,2
2012,East Gippsland,3895,1
2012,East Gippsland,3896,12
2012,East Gippsland,3898,20
2012,East Gippsland,3900,7
2012,East Gippsland,3902,6
2012,East Gippsland,3903,23
2012,East Gippsland,3904,24
2012,East Gippsland,3909,711
2012,Frankston,3198,1411
2012,Frankston,3199,6348
2012,Frankston,3200,537
2012,Frankston,3201,1085
2012,Frankston,3910,791
2012,Frankston,3911,23
2012,Frankston,3977,343
2012,Gannawarra,3540,26
2012,Gannawarra,3567,12
2012,Gannawarra,3568,78
2012,Gannawarra,3579,286
2012,Gannawarra,3580,10
2012,Gannawarra,3581,11
2012,Glen Eira,3145,223
2012,Glen Eira,3161,489
2012,Glen Eira,3162,543
2012,Glen Eira,3163,870
2012,Glen Eira,3165,680
2012,Glen Eira,3183,111
2012,Glen Eira,3185,648
2012,Glen Eira,3187,3
2012,Glen Eira,3204,1052
2012,Glenelg,3285,12
2012,Glenelg,3292,17
2012,Glenelg,3302,3
2012,Glenelg,3303,5
2012,Glenelg,3304,107
2012,Glenelg,3305,849
2012,Glenelg,3309,2
2012,Glenelg,3310,22
2012,Glenelg,3311,62
2012,Glenelg,3312,14
2012,Golden Plains,3213,9
2012,Golden Plains,3218,8
2012,Golden Plains,3321,20
2012,Golden Plains,3322,1
2012,Golden Plains,3328,13
2012,Golden Plains,3329,3
2012,Golden Plains,3330,5
2012,Golden Plains,3331,78
2012,Golden Plains,3332,11
2012,Golden Plains,3333,42
2012,Golden Plains,3342,1
2012,Golden Plains,3351,107
2012,Golden Plains,3352,65
2012,Golden Plains,3360,13
2012,Greater Bendigo,3444,10
2012,Greater Bendigo,3453,5
2012,Greater Bendigo,3515,35
2012,Greater Bendigo,3523,102
2012,Greater Bendigo,3550,3315
2012,Greater Bendigo,3551,442
2012,Greater Bendigo,3555,962
2012,Greater Bendigo,3556,660
2012,Greater Bendigo,3557,47
2012,Greater Bendigo,3558,51
2012,Greater Bendigo,3559,1
2012,Greater Bendigo,3570,18
2012,Greater Dandenong,3171,1479
2012,Greater Dandenong,3172,524
2012,Greater Dandenong,3173,947
2012,Greater Dandenong,3174,1929
2012,Greater Dandenong,3175,6895
2012,Greater Dandenong,3975,8
2012,Greater Geelong,3211,12
2012,Greater Geelong,3212,540
2012,Greater Geelong,3213,132
2012,Greater Geelong,3214,2891
2012,Greater Geelong,3215,1135
2012,Greater Geelong,3216,1935
2012,Greater Geelong,3217,34
2012,Greater Geelong,3218,764
2012,Greater Geelong,3219,1325
2012,Greater Geelong,3220,3015
2012,Greater Geelong,3221,7
2012,Greater Geelong,3222,343
2012,Greater Geelong,3223,234
2012,Greater Geelong,3224,474
2012,Greater Geelong,3225,27
2012,Greater Geelong,3226,386
2012,Greater Geelong,3227,176
2012,Greater Geelong,3340,19
2012,Greater Shepparton,3610,59
2012,Greater Shepparton,3614,16
2012,Greater Shepparton,3616,237
2012,Greater Shepparton,3617,2
2012,Greater Shepparton,3618,22
2012,Greater Shepparton,3620,3
2012,Greater Shepparton,3629,690
2012,Greater Shepparton,3630,3378
2012,Greater Shepparton,3631,370
2012,Greater Shepparton,3633,10
2012,Greater Shepparton,3634,26
2012,Greater Shepparton,3646,9
2012,Greater Shepparton,3669,1
2012,Greater Shepparton,3725,1
2012,Hepburn,3352,3
2012,Hepburn,3363,147
2012,Hepburn,3364,35
2012,Hepburn,3370,52
2012,Hepburn,3371,2
2012,Hepburn,3444,3
2012,Hepburn,3446,4
2012,Hepburn,3451,7
2012,Hepburn,3458,48
2012,Hepburn,3460,184
2012,Hepburn,3461,70
2012,Hindmarsh,3414,49
2012,Hindmarsh,3418,78
2012,Hindmarsh,3423,39
2012,Hindmarsh,3424,33
2012,Hobsons Bay,3012,214
2012,Hobsons Bay,3015,1076
2012,Hobsons Bay,3016,1160
2012,Hobsons Bay,3018,809
2012,Hobsons Bay,3025,985
2012,Hobsons Bay,3028,1606
2012,Horsham,3400,1283
2012,Horsham,3401,105
2012,Horsham,3409,28
2012,Hume,3036,4
2012,Hume,3043,1039
2012,Hume,3045,446
2012,Hume,3047,2991
2012,Hume,3048,1180
2012,Hume,3049,424
2012,Hume,3059,364
2012,Hume,3060,36
2012,Hume,3061,1041
2012,Hume,3062,161
2012,Hume,3063,12
2012,Hume,3064,2841
2012,Hume,3427,11
2012,Hume,3428,36
2012,Hume,3429,1401
2012,Hume,3430,1
2012,Indigo,3682,1
2012,Indigo,3683,63
2012,Indigo,3685,90
2012,Indigo,3687,40
2012,Indigo,3688,30
2012,Indigo,3691,40
2012,Indigo,3695,5
2012,Indigo,3747,89
2012,Indigo,3749,25
2012,Kingston,3167,155
2012,Kingston,3169,665
2012,Kingston,3172,259
2012,Kingston,3189,819
2012,Kingston,3190,345
2012,Kingston,3192,1430
2012,Kingston,3194,670
2012,Kingston,3195,1509
2012,Kingston,3196,999
2012,Kingston,3197,507
2012,Kingston,3202,123
2012,Knox,3152,1617
2012,Knox,3153,856
2012,Knox,3154,137
2012,Knox,3155,1274
2012,Knox,3156,1430
2012,Knox,3178,949
2012,Knox,3179,227
2012,Knox,3180,362
2012,Latrobe,3825,1905
2012,Latrobe,3840,2538
2012,Latrobe,3842,379
2012,Latrobe,3844,2494
2012,Latrobe,3854,30
2012,Latrobe,3856,17
2012,Latrobe,3857,2
2012,Latrobe,3869,50
2012,Latrobe,3870,41
2012,Loddon,3463,11
2012,Loddon,3472,6
2012,Loddon,3475,5
2012,Loddon,3477,1
2012,Loddon,3516,43
2012,Loddon,3517,78
2012,Loddon,3518,90
2012,Loddon,3520,11
2012,Loddon,3525,1
2012,Loddon,3537,15
2012,Loddon,3551,25
2012,Loddon,3556,1
2012,Loddon,3567,1
2012,Loddon,3570,4
2012,Loddon,3571,11
2012,Loddon,3572,1
2012,Loddon,3573,14
2012,Loddon,3575,15
2012,Macedon Ranges,3430,13
2012,Macedon Ranges,3431,75
2012,Macedon Ranges,3432,2
2012,Macedon Ranges,3433,8
2012,Macedon Ranges,3434,131
2012,Macedon Ranges,3435,79
2012,Macedon Ranges,3437,209
2012,Macedon Ranges,3438,53
2012,Macedon Ranges,3440,46
2012,Macedon Ranges,3441,13
2012,Macedon Ranges,3442,214
2012,Macedon Ranges,3444,434
2012,Macedon Ranges,3446,26
2012,Macedon Ranges,3458,6
2012,Macedon Ranges,3756,10
2012,Manningham,3105,315
2012,Manningham,3106,266
2012,Manningham,3107,222
2012,Manningham,3108,1141
2012,Manningham,3109,621
2012,Manningham,3111,159
2012,Manningham,3113,105
2012,Manningham,3114,53
2012,Manningham,3115,28
2012,Manningham,3131,1
2012,Manningham,3134,13
2012,Mansfield,3715,7
2012,Mansfield,3720,36
2012,Mansfield,3722,149
2012,Mansfield,3723,62
2012,Maribyrnong,3011,2743
2012,Maribyrnong,3012,1536
2012,Maribyrnong,3013,862
2012,Maribyrnong,3019,955
2012,Maribyrnong,3032,1379
2012,Maroondah,3114,1
2012,Maroondah,3115,3
2012,Maroondah,3133,5
2012,Maroondah,3134,2422
2012,Maroondah,3135,723
2012,Maroondah,3136,1378
2012,Maroondah,3137,171
2012,Maroondah,3153,516
2012,Melbourne,3000,15075
2012,Melbourne,3002,766
2012,Melbourne,3003,617
2012,Melbourne,3004,426
2012,Melbourne,3005,67
2012,Melbourne,3006,1806
2012,Melbourne,3008,1139
2012,Melbourne,3010,79
2012,Melbourne,3031,1019
2012,Melbourne,3050,464
2012,Melbourne,3051,1190
2012,Melbourne,3052,413
2012,Melbourne,3053,1399
2012,Melbourne,3054,11
2012,Melbourne,3141,142
2012,Melbourne,3207,133
2012,Melton,3023,1788
2012,Melton,3024,19
2012,Melton,3029,52
2012,Melton,3037,883
2012,Melton,3335,262
2012,Melton,3337,2555
2012,Melton,3338,1265
2012,Melton,3340,1
2012,Melton,3427,101
2012,Mildura,3490,73
2012,Mildura,3494,33
2012,Mildura,3496,360
2012,Mildura,3498,198
2012,Mildura,3500,3606
2012,Mildura,3501,54
2012,Mildura,3505,243
2012,Mildura,3506,2
2012,Mildura,3507,2
2012,Mildura,3509,14
2012,Mildura,3512,10
2012,Mitchell,3435,2
2012,Mitchell,3521,21
2012,Mitchell,3522,18
2012,Mitchell,3523,1
2012,Mitchell,3658,174
2012,Mitchell,3659,35
2012,Mitchell,3660,771
2012,Mitchell,3662,15
2012,Mitchell,3663,1
2012,Mitchell,3664,7
2012,Mitchell,3717,1
2012,Mitchell,3753,52
2012,Mitchell,3756,459
2012,Mitchell,3758,64
2012,Mitchell,3762,6
2012,Mitchell,3764,334
2012,Moira,3635,17
2012,Moira,3636,154
2012,Moira,3637,14
2012,Moira,3638,69
2012,Moira,3639,21
2012,Moira,3640,22
2012,Moira,3641,23
2012,Moira,3644,379
2012,Moira,3646,5
2012,Moira,3649,13
2012,Moira,3675,3
2012,Moira,3678,2
2012,Moira,3727,5
2012,Moira,3728,12
2012,Moira,3730,319
2012,Monash,3125,66
2012,Monash,3147,227
2012,Monash,3148,496
2012,Monash,3149,791
2012,Monash,3150,1599
2012,Monash,3166,1238
2012,Monash,3167,248
2012,Monash,3168,1058
2012,Monash,3170,746
2012,Monash,3800,57
2012,Moonee Valley,3031,826
2012,Moonee Valley,3032,1367
2012,Moonee Valley,3033,484
2012,Moonee Valley,3034,309
2012,Moonee Valley,3039,1136
2012,Moonee Valley,3040,1259
2012,Moonee Valley,3041,608
2012,Moonee Valley,3042,973
2012,Moorabool,3334,9
2012,Moorabool,3340,1031
2012,Moorabool,3341,21
2012,Moorabool,3342,164
2012,Moorabool,3345,29
2012,Moorabool,3352,75
2012,Moorabool,3357,4
2012,Moorabool,3458,9
2012,Moorabool,3461,10
2012,Moreland,3043,71
2012,Moreland,3044,1166
2012,Moreland,3046,1984
2012,Moreland,3055,648
2012,Moreland,3056,2005
2012,Moreland,3057,544
2012,Moreland,3058,2637
2012,Moreland,3060,735
2012,Moreland,3068,23
2012,Mornington Peninsula,3911,137
2012,Mornington Peninsula,3912,420
2012,Mornington Peninsula,3913,150
2012,Mornington Peninsula,3915,1027
2012,Mornington Peninsula,3916,47
2012,Mornington Peninsula,3918,111
2012,Mornington Peninsula,3919,161
2012,Mornington Peninsula,3920,13
2012,Mornington Peninsula,3926,67
2012,Mornington Peninsula,3927,26
2012,Mornington Peninsula,3928,7
2012,Mornington Peninsula,3929,78
2012,Mornington Peninsula,3930,384
2012,Mornington Peninsula,3931,1483
2012,Mornington Peninsula,3933,44
2012,Mornington Peninsula,3934,339
2012,Mornington Peninsula,3936,447
2012,Mornington Peninsula,3937,45
2012,Mornington Peninsula,3938,74
2012,Mornington Peninsula,3939,1003
2012,Mornington Peninsula,3940,260
2012,Mornington Peninsula,3941,698
2012,Mornington Peninsula,3942,108
2012,Mornington Peninsula,3943,158
2012,Mornington Peninsula,3944,68
2012,Mount Alexander,3444,11
2012,Mount Alexander,3446,2
2012,Mount Alexander,3447,11
2012,Mount Alexander,3448,23
2012,Mount Alexander,3450,356
2012,Mount Alexander,3451,102
2012,Mount Alexander,3453,26
2012,Mount Alexander,3461,2
2012,Mount Alexander,3462,30
2012,Mount Alexander,3463,71
2012,Moyne,3265,24
2012,Moyne,3268,8
2012,Moyne,3270,12
2012,Moyne,3271,3
2012,Moyne,3272,90
2012,Moyne,3273,5
2012,Moyne,3274,12
2012,Moyne,3275,2
2012,Moyne,3276,10
2012,Moyne,3277,31
2012,Moyne,3278,4
2012,Moyne,3279,6
2012,Moyne,3281,7
2012,Moyne,3282,83
2012,Moyne,3283,36
2012,Moyne,3284,176
2012,Moyne,3285,8
2012,Moyne,3286,11
2012,Moyne,3287,2
2012,Moyne,3301,2
2012,Moyne,3303,1
2012,Moyne,3304,4
2012,Murrindindi,3658,11
2012,Murrindindi,3660,2
2012,Murrindindi,3711,6
2012,Murrindindi,3712,16
2012,Murrindindi,3713,62
2012,Murrindindi,3714,130
2012,Murrindindi,3717,86
2012,Murrindindi,3718,10
2012,Murrindindi,3719,13
2012,Murrindindi,3757,26
2012,Murrindindi,3763,43
2012,Murrindindi,3777,19
2012,Murrindindi,3778,16
2012,Murrindindi,3779,17
2012,Nillumbik,3088,97
2012,Nillumbik,3089,389
2012,Nillumbik,3090,79
2012,Nillumbik,3091,33
2012,Nillumbik,3095,592
2012,Nillumbik,3096,34
2012,Nillumbik,3097,19
2012,Nillumbik,3099,132
2012,Nillumbik,3113,20
2012,Nillumbik,3754,15
2012,Nillumbik,3759,17
2012,Nillumbik,3760,2
2012,Nillumbik,3761,20
2012,Nillumbik,3763,1
2012,Nillumbik,3775,4
2012,Northern Grampians,3374,15
2012,Northern Grampians,3377,1
2012,Northern Grampians,3380,444
2012,Northern Grampians,3381,35
2012,Northern Grampians,3384,4
2012,Northern Grampians,3385,9
2012,Northern Grampians,3387,4
2012,Northern Grampians,3465,2
2012,Northern Grampians,3477,3
2012,Northern Grampians,3478,136
2012,Northern Grampians,3480,1
2012,Port Phillip,3004,296
2012,Port Phillip,3006,107
2012,Port Phillip,3181,17
2012,Port Phillip,3182,3644
2012,Port Phillip,3183,754
2012,Port Phillip,3184,636
2012,Port Phillip,3185,77
2012,Port Phillip,3205,1585
2012,Port Phillip,3206,648
2012,Port Phillip,3207,1073
2012,Pyrenees,3351,28
2012,Pyrenees,3352,31
2012,Pyrenees,3361,5
2012,Pyrenees,3371,7
2012,Pyrenees,3373,109
2012,Pyrenees,3375,2
2012,Pyrenees,3377,1
2012,Pyrenees,3384,14
2012,Pyrenees,3465,1
2012,Pyrenees,3467,26
2012,Pyrenees,3468,9
2012,Pyrenees,3469,5
2012,Pyrenees,3477,4
2012,Pyrenees,3478,6
2012,Queenscliffe,3225,111
2012,South Gippsland,3871,90
2012,South Gippsland,3945,17
2012,South Gippsland,3946,2
2012,South Gippsland,3950,208
2012,South Gippsland,3951,12
2012,South Gippsland,3953,329
2012,South Gippsland,3954,4
2012,South Gippsland,3956,99
2012,South Gippsland,3957,5
2012,South Gippsland,3958,2
2012,South Gippsland,3959,16
2012,South Gippsland,3960,69
2012,South Gippsland,3962,21
2012,South Gippsland,3964,2
2012,South Gippsland,3965,15
2012,South Gippsland,3966,11
2012,South Gippsland,3987,19
2012,South Gippsland,3988,12
2012,South Gippsland,3996,2
2012,Southern Grampians,3289,13
2012,Southern Grampians,3293,6
2012,Southern Grampians,3294,16
2012,Southern Grampians,3300,700
2012,Southern Grampians,3301,12
2012,Southern Grampians,3302,6
2012,Southern Grampians,3312,1
2012,Southern Grampians,3314,3
2012,Southern Grampians,3315,32
2012,Southern Grampians,3407,11
2012,Stonnington,3141,1544
2012,Stonnington,3142,610
2012,Stonnington,3143,468
2012,Stonnington,3144,643
2012,Stonnington,3145,1462
2012,Stonnington,3146,296
2012,Stonnington,3181,2268
2012,Strathbogie,3607,5
2012,Strathbogie,3608,109
2012,Strathbogie,3612,2
2012,Strathbogie,3631,1
2012,Strathbogie,3663,13
2012,Strathbogie,3664,20
2012,Strathbogie,3665,11
2012,Strathbogie,3666,164
2012,Strathbogie,3669,51
2012,Strathbogie,3670,3
2012,Surf Coast,3217,37
2012,Surf Coast,3221,8
2012,Surf Coast,3227,21
2012,Surf Coast,3228,570
2012,Surf Coast,3230,132
2012,Surf Coast,3231,61
2012,Surf Coast,3232,181
2012,Surf Coast,3235,13
2012,Surf Coast,3240,44
2012,Surf Coast,3241,106
2012,Surf Coast,3321,2
2012,Swan Hill,3544,12
2012,Swan Hill,3546,30
2012,Swan Hill,3549,294
2012,Swan Hill,3579,1
2012,Swan Hill,3583,11
2012,Swan Hill,3584,34
2012,Swan Hill,3585,920
2012,Swan Hill,3586,14
2012,Swan Hill,3588,4
2012,Swan Hill,3589,12
2012,Swan Hill,3590,6
2012,Swan Hill,3594,3
2012,Swan Hill,3595,28
2012,Swan Hill,3596,2
2012,Swan Hill,3597,5
2012,Swan Hill,3599,5
2012,Towong,3691,26
2012,Towong,3700,42
2012,Towong,3701,21
2012,Towong,3705,4
2012,Towong,3707,92
2012,Towong,3709,11
2012,Wangaratta,3675,53
2012,Wangaratta,3677,1558
2012,Wangaratta,3678,86
2012,Wangaratta,3682,18
2012,Wangaratta,3685,1
2012,Wangaratta,3723,2
2012,Wangaratta,3732,7
2012,Wangaratta,3733,6
2012,Wangaratta,3735,3
2012,Wangaratta,3746,3
2012,Warrnambool,3277,19
2012,Warrnambool,3280,1807
2012,Warrnambool,3283,1
2012,Wellington,3844,14
2012,Wellington,3847,121
2012,Wellington,3850,1635
2012,Wellington,3851,229
2012,Wellington,3854,4
2012,Wellington,3857,9
2012,Wellington,3858,157
2012,Wellington,3859,31
2012,Wellington,3860,323
2012,Wellington,3862,84
2012,Wellington,3873,10
2012,Wellington,3874,30
2012,Wellington,3967,1
2012,Wellington,3971,214
2012,West Wimmera,3312,11
2012,West Wimmera,3317,8
2012,West Wimmera,3318,23
2012,West Wimmera,3319,3
2012,West Wimmera,3401,2
2012,West Wimmera,3412,21
2012,West Wimmera,3413,2
2012,West Wimmera,3415,2
2012,West Wimmera,3418,8
2012,West Wimmera,3419,43
2012,West Wimmera,3420,10
2012,Whitehorse,3104,5
2012,Whitehorse,3125,524
2012,Whitehorse,3127,281
2012,Whitehorse,3128,1362
2012,Whitehorse,3129,355
2012,Whitehorse,3130,872
2012,Whitehorse,3131,871
2012,Whitehorse,3132,483
2012,Whitehorse,3133,487
2012,Whitehorse,3151,343
2012,Whittlesea,3064,8
2012,Whittlesea,3074,1724
2012,Whittlesea,3075,1171
2012,Whittlesea,3076,2221
2012,Whittlesea,3082,1481
2012,Whittlesea,3083,693
2012,Whittlesea,3750,236
2012,Whittlesea,3751,21
2012,Whittlesea,3752,892
2012,Whittlesea,3753,6
2012,Whittlesea,3754,1077
2012,Whittlesea,3755,15
2012,Whittlesea,3757,304
2012,Wodonga,3690,2501
2012,Wodonga,3691,99
2012,Wodonga,3694,3
2012,Wyndham,3024,971
2012,Wyndham,3026,488
2012,Wyndham,3027,171
2012,Wyndham,3028,34
2012,Wyndham,3029,4598
2012,Wyndham,3030,4749
2012,Wyndham,3211,54
2012,Wyndham,3338,1
2012,Yarra,3054,470
2012,Yarra,3065,2037
2012,Yarra,3066,1296
2012,Yarra,3067,665
2012,Yarra,3068,1176
2012,Yarra,3078,151
2012,Yarra,3121,3404
2012,Yarra Ranges,3115,3
2012,Yarra Ranges,3116,371
2012,Yarra Ranges,3137,418
2012,Yarra Ranges,3138,752
2012,Yarra Ranges,3139,296
2012,Yarra Ranges,3140,1007
2012,Yarra Ranges,3156,44
2012,Yarra Ranges,3158,231
2012,Yarra Ranges,3159,58
2012,Yarra Ranges,3160,414
2012,Yarra Ranges,3765,216
2012,Yarra Ranges,3766,26
2012,Yarra Ranges,3767,27
2012,Yarra Ranges,3770,99
2012,Yarra Ranges,3775,73
2012,Yarra Ranges,3777,318
2012,Yarra Ranges,3779,5
2012,Yarra Ranges,3782,10
2012,Yarra Ranges,3785,7
2012,Yarra Ranges,3786,34
2012,Yarra Ranges,3787,20
2012,Yarra Ranges,3788,67
2012,Yarra Ranges,3789,8
2012,Yarra Ranges,3791,19
2012,Yarra Ranges,3792,23
2012,Yarra Ranges,3793,109
2012,Yarra Ranges,3795,34
2012,Yarra Ranges,3796,239
2012,Yarra Ranges,3797,106
2012,Yarra Ranges,3799,170
2012,Yarra Ranges,3804,12
2012,Yarriambiack,3388,21
2012,Yarriambiack,3390,28
2012,Yarriambiack,3391,15
2012,Yarriambiack,3392,8
2012,Yarriambiack,3393,163
2012,Yarriambiack,3395,11
2012,Yarriambiack,3396,13
2012,Yarriambiack,3424,2
2012,Yarriambiack,3485,2
2012,Yarriambiack,3487,1
2012,Yarriambiack,3488,2
2012,Yarriambiack,3489,8
2013,Alpine,3691,14
2013,Alpine,3697,6
2013,Alpine,3698,5
2013,Alpine,3699,21
2013,Alpine,3737,175
2013,Alpine,3738,3
2013,Alpine,3739,7
2013,Alpine,3740,12
2013,Alpine,3741,108
2013,Alpine,3744,7
2013,Alpine,3898,5
2013,Ararat,3271,1
2013,Ararat,3351,28
2013,Ararat,3374,1
2013,Ararat,3375,12
2013,Ararat,3377,812
2013,Ararat,3378,1
2013,Ararat,3379,9
2013,Ararat,3381,2
2013,Ararat,3469,8
2013,Ballarat,3350,5347
2013,Ballarat,3351,2
2013,Ballarat,3352,233
2013,Ballarat,3355,1282
2013,Ballarat,3356,1178
2013,Ballarat,3357,59
2013,Ballarat,3364,7
2013,Banyule,3079,724
2013,Banyule,3081,1295
2013,Banyule,3083,363
2013,Banyule,3084,1764
2013,Banyule,3085,384
2013,Banyule,3087,411
2013,Banyule,3088,1112
2013,Banyule,3093,143
2013,Banyule,3094,216
2013,Banyule,3095,18
2013,Bass Coast,3922,565
2013,Bass Coast,3923,11
2013,Bass Coast,3925,134
2013,Bass Coast,3945,6
2013,Bass Coast,3951,1
2013,Bass Coast,3979,6
2013,Bass Coast,3984,122
2013,Bass Coast,3990,3
2013,Bass Coast,3991,25
2013,Bass Coast,3992,12
2013,Bass Coast,3995,882
2013,Bass Coast,3996,203
2013,Baw Baw,3816,125
2013,Baw Baw,3818,652
2013,Baw Baw,3820,874
2013,Baw Baw,3821,46
2013,Baw Baw,3822,26
2013,Baw Baw,3823,65
2013,Baw Baw,3824,188
2013,Baw Baw,3825,103
2013,Baw Baw,3831,58
2013,Baw Baw,3832,10
2013,Baw Baw,3833,40
2013,Baw Baw,3835,25
2013,Baw Baw,3950,1
2013,Baw Baw,3988,2
2013,Bayside,3186,930
2013,Bayside,3187,429
2013,Bayside,3188,832
2013,Bayside,3190,334
2013,Bayside,3191,413
2013,Bayside,3192,141
2013,Bayside,3193,410
2013,Benalla,3670,12
2013,Benalla,3672,793
2013,Benalla,3673,31
2013,Benalla,3675,1
2013,Benalla,3725,8
2013,Benalla,3726,9
2013,Boroondara,3101,999
2013,Boroondara,3102,219
2013,Boroondara,3103,398
2013,Boroondara,3104,528
2013,Boroondara,3122,1152
2013,Boroondara,3123,500
2013,Boroondara,3124,1013
2013,Boroondara,3126,179
2013,Boroondara,3127,193
2013,Boroondara,3146,337
2013,Boroondara,3147,447
2013,Brimbank,3012,69
2013,Brimbank,3020,5383
2013,Brimbank,3021,3592
2013,Brimbank,3022,373
2013,Brimbank,3023,1749
2013,Brimbank,3030,449
2013,Brimbank,3033,98
2013,Brimbank,3036,247
2013,Brimbank,3037,1095
2013,Brimbank,3038,1874
2013,Brimbank,3042,179
